7_02_21_NDVI,TWI,Elevation,Slope,Insolation
0.2518337369,2.61124444,489.25076294,10.145356178,22.655815125
0.2518337369,2.68414211,488.89343262,10.147722244,22.426216125
0.2518337369,2.77881908,488.55194092,9.9088535309,22.656032562
0.2518337369,2.90185189,488.20846558,9.9211540222,22.906032562
0.2518337369,3.03963995,487.86154175,9.8621587753,23.265842438
0.3543244302,3.18766737,487.5199585,9.5596847534,23.625217438
0.3543244302,3.35212326,487.19430542,8.9566965103,23.7602005
0.3543244302,3.50882506,486.8963623,8.0233707428,23.880208969
0.3543244302,3.65388012,486.6378479,6.7995643616,23.990016937
0.3543244302,3.92139578,486.42669678,5.4293413162,23.875
0.3543244302,4.32903481,486.26358032,3.9437098503,23.640407562
0.3543244302,4.7147212,486.15527344,2.5193140507,23.509983063
0.3543244302,5.02199507,486.09957886,1.7490829229,23.354528427
0.3543244302,5.14860535,486.08178711,1.9079009295,22.748624802
0.3543244302,5.38157892,486.09118652,2.5450217724,22.150680542
0.3013972044,5.80552578,486.11239624,3.1075439453,22.029006958
0.3013972044,5.41091585,486.12649536,3.4532184601,22.490091324
0.3013972044,5.00082445,486.11328125,3.8775057793,22.980903625
0.3013972044,4.44910192,486.0435791,5.1180024147,23.319709778
0.3013972044,3.84961128,485.87069702,6.9180994034,23.648340225
0.3497942388,2.46541047,477.13839722,8.0209035873,23.982946396
0.3497942388,2.64132047,476.92941284,7.2261099815,23.996671677
0.3497942388,2.85265589,476.71487427,6.6554899216,23.999891281
0.3497942388,3.00559664,476.50411987,5.8884711266,24
0.3933980465,3.10062337,476.32125854,5.110637188,24
0.3933980465,3.18665624,476.16247559,4.5748348236,24
0.3933980465,3.2543385,476.02243042,4.3353395462,24
0.3933980465,3.24824595,475.89257812,4.3557600975,24
0.3933980465,3.06644297,475.75939941,4.6308965683,23.965995789
0.3933980465,2.94549131,475.63409424,5.0154623985,23.848958969
0.3933980465,2.81684494,475.5133667,5.3547554016,23.731264114
0.3933980465,2.72372866,475.36456299,5.9585375786,23.474971771
0.3933980465,2.70986843,475.15863037,6.9080142975,23.119140625
0.3933980465,2.72597432,474.92663574,7.4278416634,22.7445755
0.3933980465,2.92667246,474.70874023,7.6662549973,22.370008469
0.2734402716,3.2075491,474.49093628,8.1242389679,22.119791031
0.2734402716,3.53260183,474.27310181,8.5630083084,21.984375
0.2734402716,3.96905279,474.06356812,8.9676160812,21.734592438
0.2734402716,4.30220318,473.86886597,9.5011510849,21.380208969
0.2734402716,4.30617237,473.68869019,10.322274208,21.259983063
0.3511367738,4.01855898,473.49301147,11.804702759,21.359592438
0.3511367738,3.83300018,473.20361328,12.793111801,21.2397995
0.3511367738,3.86355972,472.93243408,12.001871109,21.0102005
0.3511367738,3.68560934,472.79299927,11.009181023,21
0.3511367738,3.33286119,472.70181274,10.752145767,21
0.3511367738,3.02936006,472.62030029,10.629104614,21
0.3511367738,2.84581447,472.53756714,10.497507095,21
0.3511367738,2.78160191,472.44470215,10.363733292,21.020833969
0.3511367738,2.89121366,472.33728027,10.248075485,21.5
0.3511367738,3.28754997,472.21426392,10.075069427,21.979166031
0.1329163462,3.98697257,491.37353516,2.7243947983,24
0.1329163462,3.98136711,491.30761719,2.6528198719,24
0.1329163462,4.06442738,491.22299194,2.5606491566,24
0.1329163462,4.24681473,491.14727783,2.4627444744,24
0.1329163462,4.46501923,491.07354736,2.372961998,24
0.2465156764,4.55843973,490.99545288,2.2900049686,24
0.2465156764,4.61599731,490.92773438,2.2037613392,24
0.2465156764,4.61322832,490.86798096,2.1627931595,24
0.2465156764,4.59524059,490.8135376,2.3726065159,23.974496841
0.2465156764,4.58909082,490.76873779,2.8942086697,23.882837296
0.244080931,4.62865496,490.71276855,3.331548214,23.721559525
0.244080931,4.6587491,490.64019775,3.4984009266,23.328117371
0.244080931,4.52606058,490.5741272,3.7844865322,23.013526917
0.244080931,4.19224644,490.50863647,4.2078547478,23
0.244080931,3.75888824,490.4262085,4.6822514534,23
0.244080931,3.38762164,490.31463623,5.2687802315,23
0.244080931,3.11204052,490.16955566,5.921517849,23.000217438
0.244080931,3.00591135,489.98739624,6.627122879,23.005208969
0.244080931,2.91900778,489.76675415,7.5103330612,22.990451813
0.244080931,2.86050248,489.4992981,8.8726234436,22.535806656
0.2518337369,2.86595511,489.16445923,9.901052475,22.072048187
0.2518337369,2.93250084,488.81463623,9.6577663422,22.172092438
0.2518337369,3.03195691,488.49487305,9.2108240128,22.526258469
0.2518337369,3.15700698,488.17575073,9.2905521393,22.781467438
0.2518337369,3.2789948,487.8503418,9.4109745026,23.046007156
0.3543244302,3.4062593,487.52584839,9.3262653351,23.510633469
0.3543244302,3.54114461,487.21173096,8.9570884705,23.755426407
0.3543244302,3.67733955,486.91897583,8.249917984,23.880208969
0.3543244302,3.81522346,486.65893555,7.2247748375,23.990016937
0.3543244302,3.90254688,486.43927002,5.9972777367,23.870225906
0.3543244302,4.27329588,486.26235962,4.5256686211,23.525608063
0.3543244302,4.66481638,486.14297485,3.0597088337,23.270616531
0.3543244302,5.00295496,486.06808472,2.3165459633,22.890407562
0.3543244302,5.16207647,486.01535034,2.4971621037,22.285806656
0.3543244302,5.17595196,485.98922729,3.2446990013,22.005859375
0.3013972044,5.26997566,485.98205566,4.1182479858,21.87109375
0.3013972044,5.02451038,485.97793579,4.8119959831,21.780815125
0.3013972044,4.42692137,485.9586792,5.4280991554,21.930482864
0.3013972044,3.73142719,485.88821411,6.8139796257,22.517290115
0.3013972044,3.13716531,485.69970703,8.5219984055,23.29337883
0.1676384807,2.95681739,483.5567627,8.677359581,23.993345261
0.1676384807,2.97394061,483.40005493,9.2031755447,23.999782562
0.1676384807,2.94469666,483.19680786,10.086115837,24
0.1676384807,2.87466955,482.95394897,11.161655426,24
0.1676384807,2.78993464,482.67111206,12.154777527,24
0.1406133175,2.70317006,482.34579468,12.955740929,24
0.1406133175,2.62818789,481.97317505,13.700287819,24
0.1406133175,2.56402922,481.55319214,14.659456253,24
0.1406133175,2.51458406,481.07736206,15.747104645,24
0.1406133175,2.48974943,480.53869629,16.354310989,24
0.1406133175,2.4833622,479.98907471,16.061727524,24
0.1406133175,2.46546292,479.47418213,15.161663055,24
0.1406133175,2.46870899,478.98074341,14.192762375,24
0.1406133175,2.49527168,478.50445557,13.25058651,24
0.1406133175,2.47795939,478.05371094,12.145100594,24
0.3497942388,2.32941222,477.62268066,10.63297081,23.982997894
0.3497942388,2.20542192,477.25704956,8.9583396912,23.927806854
0.3497942388,2.26155829,476.9659729,7.7064728737,23.931135178
0.3497942388,2.49000597,476.70996094,6.838470459,23.971897125
0.3497942388,2.69552708,476.49523926,5.8740210533,23.968967438
0.3933980465,2.82489896,476.31430054,5.0157227516,23.96875
0.3933980465,2.91720104,476.15698242,4.500869751,23.96875
0.3933980465,2.99281573,476.01568604,4.2800803185,23.968532562
0.3933980465,3.0271225,475.88253784,4.3074989319,23.963541031
0.3933980465,2.96543288,475.75021362,4.5744485855,23.952310562
0.3933980465,2.86276603,475.61407471,5.0733265877,23.8221035
0.3933980465,2.77577496,475.46783447,5.6602602005,23.344327927
0.3933980465,2.68511581,475.28903198,7.1193871498,22.645616531
0.3933980465,2.67383766,475.03494263,8.9443845749,22.175563812
0.3933980465,2.71959567,474.75735474,9.5790138245,22.030815125
0.3933980465,2.79139614,474.51046753,9.7945127487,22.000650406
0.2734402716,2.99618864,474.26522827,10.253102303,21.875
0.2734402716,3.33764696,474.02017212,10.629003525,21.7397995
0.2734402716,3.76080513,473.7840271,10.873942375,21.490016937
0.2734402716,4.13282013,473.56182861,11.048295975,21.140407562
0.2734402716,4.25335646,473.35693359,11.338331223,21.020399094
0.3511367738,4.08487654,473.14346313,12.256097794,21.125
0.3511367738,3.97494602,472.8444519,12.74519825,21.120008469
0.3511367738,4.06501389,472.57019043,11.611568451,21.005208969
0.3511367738,3.92025995,472.43173218,10.462936401,21
0.3511367738,3.56289005,472.34350586,10.168232918,21
0.3511367738,3.23092389,472.26516724,10.043647766,21
0.3511367738,3.00626349,472.18774414,9.9182605743,21
0.3511367738,2.91348267,472.1027832,9.7796583176,21.020833969
0.3511367738,3.01951098,472.00479126,9.6569375992,21.5
0.3511367738,3.41805792,471.89163208,9.5622644424,21.979166031
0.1329163462,3.87776303,491.42062378,2.8051793575,23.936286926
0.1329163462,3.80190468,491.33789062,2.7190093994,23.990982056
0.1329163462,3.87977839,491.24719238,2.5745606422,23.999710083
0.1329163462,4.0478363,491.16134644,2.4404854774,24
0.1329163462,4.2249589,491.07977295,2.3695259094,24
0.2465156764,4.38136578,491.00250244,2.299731493,24
0.2465156764,4.45943594,490.93069458,2.202075243,24
0.2465156764,4.48327446,490.86419678,2.129399538,23.999565125
0.2465156764,4.49548769,490.80227661,2.2057573795,23.984687805
0.2465156764,4.51680231,490.74084473,2.643253088,23.872093201
0.244080931,4.58283281,490.66122437,3.3846766949,23.491607666
0.244080931,4.6736474,490.55090332,4.0765714645,22.650407791
0.244080931,4.65535736,490.44528198,4.4482765198,22.066551208
0.244080931,4.41170359,490.36914062,4.6969690323,22.041666031
0.244080931,3.95659971,490.28851318,5.1158943176,22.041666031
0.244080931,3.51239467,490.17895508,5.5789618492,22.041666031
0.244080931,3.17905092,490.04205322,5.9908924103,22.046657562
0.244080931,3.03079295,489.87634277,6.4127788544,22.1664505
0.244080931,2.92794514,489.67883301,7.052210331,22.395181656
0.244080931,2.83545709,489.4369812,8.3203744888,22.495008469
0.2518337369,2.81211376,489.12265015,9.3000717163,22.490016937
0.2518337369,2.84912372,488.79467773,8.8917722702,22.724176407
0.2518337369,2.90552211,488.50442505,8.3540210724,23.083766937
0.2518337369,3.00783134,488.21520996,8.5331020355,23.34375
0.2518337369,3.11142898,487.91604614,8.8417453766,23.599176407
0.3543244302,3.22238612,487.61203003,8.9922399521,23.8539505
0.3543244302,3.34494901,487.31066895,8.8928098679,23.984375
0.3543244302,3.48204374,487.02102661,8.471827507,23.994791031
0.3543244302,3.62594199,486.75335693,7.7126016617,23.999565125
0.3543244302,3.87388015,486.5161438,6.6794342995,23.989583969
0.3543244302,4.18553066,486.31481934,5.3603072166,23.859592438
0.3543244302,4.55745697,486.16146851,4.0523571968,23.5991745
0.3543244302,4.90567493,486.04321289,3.3637349606,22.989582062
0.3543244302,5.14487267,485.94433594,3.3744153976,22.265625
0.3543244302,5.20920372,485.87301636,3.9249536991,21.885416031
0.3013972044,5.08855152,485.82537842,4.8456687927,21.640190125
0.3013972044,4.83843994,485.78985596,5.8216490746,21.515407562
0.3013972044,4.17906713,485.75125122,6.8081655502,21.626085281
0.3013972044,3.30837297,485.6685791,8.444270134,21.900318146
0.3013972044,2.65942192,485.46176147,10.12457943,22.516204834
0.1676384807,2.68600321,483.49200439,8.8135128021,23.862703323
0.1676384807,2.63221407,483.30810547,9.0779762268,23.954210281
0.1676384807,2.61150622,483.09848022,10.090373039,23.958333969
0.1676384807,2.54998326,482.84765625,11.274611473,23.958333969
0.1676384807,2.47704148,482.55670166,12.281781197,23.958333969
0.1406133175,2.39587045,482.22808838,13.045873642,23.958333969
0.1406133175,2.32554817,481.85845947,13.663384438,23.958333969
0.1406133175,2.26503325,481.44906616,14.501372337,23.958333969
0.1406133175,2.2147696,480.98550415,15.907309532,23.958333969
0.1406133175,2.23523974,480.43338013,16.865848541,23.958333969
0.1406133175,2.27812433,479.87316895,16.263990402,23.958333969
0.1406133175,2.27752233,479.37539673,15.064212799,23.958333969
0.1406133175,2.28259659,478.89733887,14.19807148,23.958333969
0.1406133175,2.30788589,478.43264771,13.343832016,23.958333969
0.1406133175,2.32388639,477.99597168,12.223981857,23.958333969
0.3497942388,2.28068399,477.59823608,10.864191055,23.955213547
0.3497942388,2.21462202,477.24951172,9.4217681885,23.890327454
0.3497942388,2.22249341,476.94958496,8.2793998718,23.656322479
0.3497942388,2.32776189,476.68319702,7.3132457733,23.366861343
0.3497942388,2.48658919,476.45932007,6.163333416,23.2445755
0.3933980465,2.59039044,476.28140259,5.2477946281,23.239583969
0.3933980465,2.6787641,476.12564087,4.8313069344,23.239583969
0.3933980465,2.7791853,475.97894287,4.728518486,23.234592438
0.3933980465,2.87529397,475.83508301,4.8586616516,23.119791031
0.3933980465,2.931705,475.68844604,5.2325587273,23.004774094
0.3933980465,2.93711114,475.5324707,5.8642177582,22.97504425
0.3933980465,2.88980222,475.36035156,6.9266138077,22.515190125
0.3933980465,2.79706979,475.14846802,9.0632991791,22.04535675
0.3933980465,2.77041888,474.84243774,11.248418808,21.995443344
0.3933980465,2.79284358,474.51257324,11.839756966,21.865016937
0.3933980465,2.82809353,474.23403931,11.826859474,21.7397995
0.2734402716,2.94167995,473.96646118,12.059437752,21.6147995
0.2734402716,3.19721389,473.70315552,12.163666725,21.379991531
0.2734402716,3.57345796,473.45187378,12.087806702,21.140190125
0.2734402716,3.94597363,473.21829224,11.888436317,21.010416031
0.2734402716,4.12876368,473.00588989,11.709260941,21.000434875
0.3511367738,4.05560923,472.79193115,11.894768715,21.004991531
0.3511367738,4.03137064,472.50964355,11.786671638,21.004991531
0.3511367738,4.22515869,472.24481201,10.610594749,21.000217438
0.3511367738,4.17316151,472.09994507,9.6082849503,21
0.3511367738,3.8194716,472.01141357,9.3766374588,21
0.3511367738,3.45000863,471.93579102,9.2422533035,21
0.3511367738,3.18528032,471.86340332,9.0846986771,21
0.3511367738,3.0576272,471.78686523,8.9275979996,21.020833969
0.3511367738,3.14920473,471.69888306,8.8015985489,21.5
0.3511367738,3.54598165,471.5960083,8.7412929535,21.979166031
0.1329163462,3.71551991,491.44863892,3.0373978615,23.60902977
0.1329163462,3.5543654,491.35369873,2.9043772221,23.803699493
0.1329163462,3.70852256,491.25918579,2.5977325439,23.957176208
0.1329163462,3.89848065,491.17929077,2.3310916424,23.968532562
0.1329163462,4.02227259,491.1020813,2.2959492207,23.968967438
0.2465156764,4.08263969,491.02359009,2.317876339,23.973741531
0.2465156764,4.12505293,490.94418335,2.3293936253,23.973741531
0.2465156764,4.17562389,490.8644104,2.3626160622,23.958984375
0.2465156764,4.27291203,490.78463745,2.4952709675,23.723794937
0.2465156764,4.37171936,490.70425415,2.9295575619,23.355848312
0.244080931,4.45846891,490.60922241,3.9581675529,22.870820999
0.244080931,4.63099194,490.46789551,4.9392809868,22.275226593
0.244080931,4.92070293,490.32232666,5.1307878494,22.010850906
0.244080931,4.64307022,490.22232056,5.2678694725,21.999782562
0.244080931,4.27621126,490.12918091,5.7931923866,21.995008469
0.244080931,3.80550528,490.01647949,6.2690310478,21.995008469
0.244080931,3.28375697,489.88568115,6.5727448463,22.004774094
0.244080931,3.06518316,489.73458862,6.8199291229,22.124782562
0.244080931,2.87750316,489.55892944,7.2186031342,22.354383469
0.244080931,2.73025656,489.34393311,8.1664180756,22.4741745
0.2518337369,2.70827651,489.05957031,8.856959343,22.484375
0.2518337369,2.75405955,488.76257324,8.2920360565,22.609592438
0.2518337369,2.80407476,488.50308228,7.6705002785,22.864149094
0.2518337369,2.90651417,488.2432251,7.7982134819,23.229167938
0.2518337369,3.03209472,487.9704895,8.1074142456,23.594402313
0.3543244302,3.17388988,487.68826294,8.3272628784,23.854166031
0.3543244302,3.35336041,487.40188599,8.3750286102,23.989366531
0.3543244302,3.53463268,487.11859131,8.1814699173,23.999782562
0.3543244302,3.69320726,486.84689331,7.6988859177,24
0.3543244302,3.9659605,486.59619141,6.9356594086,23.999782562
0.3543244302,4.15718603,486.37368774,5.9962520599,23.984592438
0.3543244302,4.4266839,486.18017578,5.1258025169,23.7241745
0.3543244302,4.75374365,486.012146,4.5583868027,22.999782562
0.3543244302,5.0736165,485.86962891,4.3752617836,22.26584053
0.3543244302,5.25805283,485.7532959,4.6849489212,21.885198593
0.3013972044,5.23944044,485.65911865,5.4969587326,21.629991531
0.3013972044,4.95041752,485.57977295,6.5904636383,21.380641937
0.3013972044,4.36447144,485.50369263,7.8268861771,21.270616531
0.3013972044,3.43215775,485.39080811,9.4909677505,21.510850906
0.3013972044,2.69936204,485.16000366,11.071457863,21.900100708
0.1676384807,2.5510633,483.29449463,9.7405653,23.353876114
0.1676384807,2.58216882,483.08447266,10.186224937,22.999349594
0.1676384807,2.53193569,482.84860229,11.45753479,22.979383469
0.1676384807,2.4699502,482.57278442,12.702857018,22.979166031
0.1676384807,2.401227,482.26370239,13.585278511,22.979166031
0.1406133175,2.32385468,481.92941284,14.110901833,22.979383469
0.1406133175,2.24269629,481.57034302,14.412526131,22.984592438
0.1406133175,2.15810347,481.18258667,14.925014496,22.9945755
0.1406133175,2.09540892,480.73873901,16.507953644,22.999782562
0.1406133175,2.12238932,480.18289185,17.787612915,23
0.1406133175,2.1933856,479.62008667,16.81842804,23
0.1406133175,2.20984912,479.14532471,15.278635979,23
0.1406133175,2.21114969,478.69613647,14.468035698,23
0.1406133175,2.2270205,478.25906372,13.623950005,23
0.1406133175,2.25090766,477.84890747,12.450428963,23
0.3497942388,2.26349139,477.47799683,11.02235508,22.999891281
0.3497942388,2.25612545,477.15396118,9.6153879166,22.987522125
0.3497942388,2.25210619,476.86978149,8.7983846664,22.752929688
0.3497942388,2.32893586,476.59649658,8.196393013,22.410915375
0.3497942388,2.45169592,476.36169434,7.0779623985,22.286241531
0.3933980465,2.51617265,476.18728638,6.1337432861,22.28125
0.3933980465,2.59664798,476.03308105,5.8660378456,22.28125
0.3933980465,2.69384074,475.88092041,5.9548377991,22.276258469
0.3933980465,2.79815912,475.72650146,6.2600383759,22.161458969
0.3933980465,2.88828969,475.56436157,6.8046107292,22.046657562
0.3933980465,2.94837046,475.38604736,7.6046519279,22.040798187
0.3933980465,2.9423945,475.18643188,8.8397769928,22.020833969
0.3933980465,2.83988142,474.9420166,11.313951492,21.995443344
0.3933980465,2.81735969,474.57855225,13.786245346,21.859809875
0.3933980465,2.88357067,474.18768311,14.157814026,21.5054245
0.3933980465,2.92122459,473.87908936,13.656970978,21.270181656
0.2734402716,2.96284318,473.59997559,13.470053673,21.250217438
0.2734402716,3.12683105,473.33285522,13.191791534,21.130208969
0.2734402716,3.43149781,473.08230591,12.745420456,21.0102005
0.2734402716,3.77759862,472.85247803,12.19040966,21.000217438
0.2734402716,3.99149179,472.64596558,11.582393646,21
0.3511367738,3.97023511,472.45251465,11.049384117,21
0.3511367738,3.9270184,472.22802734,10.591341972,21
0.3511367738,4.2289443,471.98144531,9.7810792923,21
0.3511367738,4.40437794,471.80422974,8.9022254944,21
0.3511367738,4.12453127,471.70779419,8.4887943268,21
0.3511367738,3.69816518,471.637146,8.2818746567,21
0.3511367738,3.38057899,471.57144165,8.105137825,21
0.3511367738,3.21446609,471.50286865,7.9654631615,21.020833969
0.3511367738,3.28300261,471.42376709,7.8743815422,21.5
0.3511367738,3.67160821,471.3303833,7.8429570198,21.979166031
0.1346499175,3.26861787,491.40499878,3.5342903137,23
0.1346499175,3.2444756,491.32092285,3.4309830666,23.004991531
0.1346499175,3.41413665,491.228302,3.0294086933,23.119791031
0.1346499175,3.6395483,491.15966797,2.5815291405,23.234592438
0.1346499175,3.74864483,491.0920105,2.4939627647,23.244791031
0.1888714731,3.75123739,491.01660156,2.5937538147,23.359592438
